Date	Time	Severity	PID	TID	Function	Message
09-06-2025	10:11:46.771	 INFO	 63464	 68216	LateInitialization	"Exe = C:\Users\abhijeet.mandal\AppData\Local\Programs\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 329676328
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
09-06-2025	10:11:46.772	 INFO	 63464	 68216	LateInitialization	"Intialization finished"
09-06-2025	10:11:57.646	 INFO	 65172	 58244	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
09-06-2025	10:11:57.651	 INFO	 65172	 58244	DllMain	"PROCESS ATTACHED"
09-06-2025	10:11:57.653	 INFO	 65172	 43464	LateInitialization	"Intialization..."
09-06-2025	10:11:57.654	 INFO	 65172	 43464	LoadDisplayDevicesName	"DisplayDevices : "
09-06-2025	10:11:57.656	 INFO	 65172	 43464	LoadDisplayDevicesName	"\\.\DISPLAY1"
09-06-2025	10:11:57.658	 INFO	 65172	 43464	LoadDisplayDevicesName	"\\.\DISPLAY2"
09-06-2025	10:11:57.659	 INFO	 65172	 43464	LoadDisplayDevicesName	"\\.\DISPLAY3"
09-06-2025	10:12:00.677	ERROR	 65172	 43464	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
09-06-2025	10:12:00.680	 INFO	 65172	 43464	LateInitialization	"Exe = C:\Users\abhijeet.mandal\AppData\Local\Programs\Git\usr\bin\vim.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 329690234
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
09-06-2025	10:12:00.682	 INFO	 65172	 43464	LateInitialization	"Intialization finished"
09-06-2025	10:39:45.813	 INFO	 44096	 64472	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
09-06-2025	10:39:45.818	 INFO	 44096	 64472	DllMain	"PROCESS ATTACHED"
09-06-2025	10:39:45.820	 INFO	 44096	 65564	LateInitialization	"Intialization..."
09-06-2025	10:39:45.821	 INFO	 44096	 65564	LoadDisplayDevicesName	"DisplayDevices : "
09-06-2025	10:39:45.823	 INFO	 44096	 65564	LoadDisplayDevicesName	"\\.\DISPLAY1"
09-06-2025	10:39:45.824	 INFO	 44096	 65564	LoadDisplayDevicesName	"\\.\DISPLAY2"
09-06-2025	10:39:45.825	 INFO	 44096	 65564	LoadDisplayDevicesName	"\\.\DISPLAY3"
09-06-2025	10:39:48.844	ERROR	 44096	 65564	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
09-06-2025	10:39:48.846	 INFO	 44096	 65564	LateInitialization	"Exe = C:\Users\abhijeet.mandal\AppData\Local\Programs\Git\usr\bin\vim.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 331358390
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
09-06-2025	10:39:48.848	 INFO	 44096	 65564	LateInitialization	"Intialization finished"
09-06-2025	10:43:52.633	 INFO	 50432	 55548	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
09-06-2025	10:43:52.638	 INFO	 50432	 55548	DllMain	"PROCESS ATTACHED"
09-06-2025	10:43:52.640	 INFO	 50432	 69132	LateInitialization	"Intialization..."
09-06-2025	10:43:52.642	 INFO	 50432	 69132	LoadDisplayDevicesName	"DisplayDevices : "
09-06-2025	10:43:52.644	 INFO	 50432	 69132	LoadDisplayDevicesName	"\\.\DISPLAY1"
09-06-2025	10:43:52.645	 INFO	 50432	 69132	LoadDisplayDevicesName	"\\.\DISPLAY2"
09-06-2025	10:43:52.646	 INFO	 50432	 69132	LoadDisplayDevicesName	"\\.\DISPLAY3"
09-06-2025	10:43:55.657	ERROR	 50432	 69132	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
09-06-2025	10:43:55.660	 INFO	 50432	 69132	LateInitialization	"Exe = C:\Users\abhijeet.mandal\AppData\Local\Programs\Git\usr\bin\vim.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 331605187
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
09-06-2025	10:43:55.662	 INFO	 50432	 69132	LateInitialization	"Intialization finished"
09-06-2025	10:44:58.017	 INFO	 67280	 21020	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
09-06-2025	10:44:58.024	 INFO	 67280	 21020	DllMain	"PROCESS ATTACHED"
09-06-2025	10:44:58.027	 INFO	 67280	 55660	LateInitialization	"Intialization..."
09-06-2025	10:44:58.029	 INFO	 67280	 55660	LoadDisplayDevicesName	"DisplayDevices : "
09-06-2025	10:44:58.032	 INFO	 67280	 55660	LoadDisplayDevicesName	"\\.\DISPLAY1"
09-06-2025	10:44:58.034	 INFO	 67280	 55660	LoadDisplayDevicesName	"\\.\DISPLAY2"
09-06-2025	10:44:58.036	 INFO	 67280	 55660	LoadDisplayDevicesName	"\\.\DISPLAY3"
09-06-2025	10:45:01.058	ERROR	 67280	 55660	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
09-06-2025	10:45:01.062	 INFO	 67280	 55660	LateInitialization	"Exe = C:\Users\abhijeet.mandal\AppData\Local\Programs\Git\usr\bin\vim.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 331670593
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
09-06-2025	10:45:01.065	 INFO	 67280	 55660	LateInitialization	"Intialization finished"
09-06-2025	10:45:29.296	 INFO	 55052	 58000	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
09-06-2025	10:45:29.300	 INFO	 55052	 58000	DllMain	"PROCESS ATTACHED"
09-06-2025	10:45:29.302	 INFO	 55052	 61556	LateInitialization	"Intialization..."
09-06-2025	10:45:29.303	 INFO	 55052	 61556	LoadDisplayDevicesName	"DisplayDevices : "
09-06-2025	10:45:29.305	 INFO	 55052	 61556	LoadDisplayDevicesName	"\\.\DISPLAY1"
09-06-2025	10:45:29.306	 INFO	 55052	 61556	LoadDisplayDevicesName	"\\.\DISPLAY2"
09-06-2025	10:45:29.307	 INFO	 55052	 61556	LoadDisplayDevicesName	"\\.\DISPLAY3"
09-06-2025	10:45:32.332	ERROR	 55052	 61556	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
09-06-2025	10:45:32.335	 INFO	 55052	 61556	LateInitialization	"Exe = C:\Users\abhijeet.mandal\AppData\Local\Programs\Git\usr\bin\vim.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 331701875
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
09-06-2025	10:45:32.339	 INFO	 55052	 61556	LateInitialization	"Intialization finished"
09-06-2025	12:01:38.208	 INFO	 63252	 63232	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
09-06-2025	12:01:38.212	 INFO	 63252	 63232	DllMain	"PROCESS ATTACHED"
09-06-2025	12:01:38.214	 INFO	 63252	 64388	LateInitialization	"Intialization..."
09-06-2025	12:01:38.216	 INFO	 63252	 64388	LoadDisplayDevicesName	"DisplayDevices : "
09-06-2025	12:01:38.218	 INFO	 63252	 64388	LoadDisplayDevicesName	"\\.\DISPLAY1"
09-06-2025	12:01:38.219	 INFO	 63252	 64388	LoadDisplayDevicesName	"\\.\DISPLAY2"
09-06-2025	12:01:38.220	 INFO	 63252	 64388	LoadDisplayDevicesName	"\\.\DISPLAY3"
09-06-2025	12:01:41.238	ERROR	 63252	 64388	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
09-06-2025	12:01:41.240	 INFO	 63252	 64388	LateInitialization	"Exe = C:\Users\abhijeet.mandal\AppData\Local\Programs\Git\usr\bin\vim.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 336270750
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
09-06-2025	12:01:41.241	 INFO	 63252	 64388	LateInitialization	"Intialization finished"
09-06-2025	21:36:09.440	 INFO	 74164	 62488	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
09-06-2025	21:36:09.454	 INFO	 74164	 62488	DllMain	"PROCESS ATTACHED"
09-06-2025	21:36:09.460	 INFO	 74164	 70340	LateInitialization	"Intialization..."
09-06-2025	21:36:09.466	 INFO	 74164	 70340	LoadDisplayDevicesName	"DisplayDevices : "
09-06-2025	21:36:09.472	 INFO	 74164	 70340	LoadDisplayDevicesName	"\\.\DISPLAY1"
09-06-2025	21:36:09.477	 INFO	 74164	 70340	LoadDisplayDevicesName	"\\.\DISPLAY2"
09-06-2025	21:36:09.482	 INFO	 74164	 70340	LoadDisplayDevicesName	"\\.\DISPLAY3"
09-06-2025	21:36:21.784	 INFO	 39976	 67192	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
09-06-2025	21:36:21.795	 INFO	 39976	 67192	DllMain	"PROCESS ATTACHED"
09-06-2025	21:36:21.799	 INFO	 39976	 67784	LateInitialization	"Intialization..."
09-06-2025	21:36:21.806	 INFO	 39976	 67784	LoadDisplayDevicesName	"DisplayDevices : "
09-06-2025	21:36:21.810	 INFO	 39976	 67784	LoadDisplayDevicesName	"\\.\DISPLAY1"
09-06-2025	21:36:21.813	 INFO	 39976	 67784	LoadDisplayDevicesName	"\\.\DISPLAY2"
09-06-2025	21:36:21.817	 INFO	 39976	 67784	LoadDisplayDevicesName	"\\.\DISPLAY3"
09-06-2025	21:36:24.842	ERROR	 39976	 67784	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
09-06-2025	21:36:24.846	 INFO	 39976	 67784	LateInitialization	"Exe = C:\Users\abhijeet.mandal\AppData\Local\Programs\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 370754218
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
09-06-2025	21:36:24.852	 INFO	 39976	 67784	LateInitialization	"Intialization finished"
10-06-2025	18:17:32.035	 INFO	 84300	 19844	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
10-06-2025	18:17:32.041	 INFO	 84300	 19844	DllMain	"PROCESS ATTACHED"
10-06-2025	18:17:32.044	 INFO	 84300	 14564	LateInitialization	"Intialization..."
10-06-2025	18:17:32.046	 INFO	 84300	 14564	LoadDisplayDevicesName	"DisplayDevices : "
10-06-2025	18:17:32.050	 INFO	 84300	 14564	LoadDisplayDevicesName	"\\.\DISPLAY1"
10-06-2025	18:17:32.052	 INFO	 84300	 14564	LoadDisplayDevicesName	"\\.\DISPLAY2"
10-06-2025	18:17:32.053	 INFO	 84300	 14564	LoadDisplayDevicesName	"\\.\DISPLAY3"
10-06-2025	18:37:07.750	 INFO	 87176	 72216	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
10-06-2025	18:37:07.757	 INFO	 87176	 72216	DllMain	"PROCESS ATTACHED"
10-06-2025	18:37:07.760	 INFO	 87176	 82596	LateInitialization	"Intialization..."
10-06-2025	18:37:07.768	 INFO	 87176	 82596	LoadDisplayDevicesName	"DisplayDevices : "
10-06-2025	18:37:07.772	 INFO	 87176	 82596	LoadDisplayDevicesName	"\\.\DISPLAY1"
10-06-2025	18:37:07.775	 INFO	 87176	 82596	LoadDisplayDevicesName	"\\.\DISPLAY2"
10-06-2025	18:37:07.776	 INFO	 87176	 82596	LoadDisplayDevicesName	"\\.\DISPLAY3"
10-06-2025	19:47:47.205	 INFO	 42196	 82624	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
10-06-2025	19:47:47.218	 INFO	 42196	 82624	DllMain	"PROCESS ATTACHED"
10-06-2025	19:47:47.222	 INFO	 42196	 86900	LateInitialization	"Intialization..."
10-06-2025	19:47:47.232	 INFO	 42196	 86900	LoadDisplayDevicesName	"DisplayDevices : "
10-06-2025	19:47:47.236	 INFO	 42196	 86900	LoadDisplayDevicesName	"\\.\DISPLAY1"
10-06-2025	19:47:47.241	 INFO	 42196	 86900	LoadDisplayDevicesName	"\\.\DISPLAY2"
10-06-2025	19:47:47.245	 INFO	 42196	 86900	LoadDisplayDevicesName	"\\.\DISPLAY3"
10-06-2025	19:47:59.640	 INFO	 88740	 61884	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
10-06-2025	19:47:59.649	 INFO	 88740	 61884	DllMain	"PROCESS ATTACHED"
10-06-2025	19:47:59.651	 INFO	 88740	 83152	LateInitialization	"Intialization..."
10-06-2025	19:47:59.654	 INFO	 88740	 83152	LoadDisplayDevicesName	"DisplayDevices : "
10-06-2025	19:47:59.657	 INFO	 88740	 83152	LoadDisplayDevicesName	"\\.\DISPLAY1"
10-06-2025	19:47:59.662	 INFO	 88740	 83152	LoadDisplayDevicesName	"\\.\DISPLAY2"
10-06-2025	19:47:59.665	 INFO	 88740	 83152	LoadDisplayDevicesName	"\\.\DISPLAY3"
10-06-2025	20:56:32.849	 INFO	 58136	 85016	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
10-06-2025	20:56:32.855	 INFO	 58136	 85016	DllMain	"PROCESS ATTACHED"
10-06-2025	20:56:32.857	 INFO	 58136	 22952	LateInitialization	"Intialization..."
10-06-2025	20:56:32.858	 INFO	 58136	 22952	LoadDisplayDevicesName	"DisplayDevices : "
10-06-2025	20:56:32.860	 INFO	 58136	 22952	LoadDisplayDevicesName	"\\.\DISPLAY1"
10-06-2025	20:56:32.861	 INFO	 58136	 22952	LoadDisplayDevicesName	"\\.\DISPLAY2"
10-06-2025	20:56:32.863	 INFO	 58136	 22952	LoadDisplayDevicesName	"\\.\DISPLAY3"
11-06-2025	09:50:35.442	 INFO	 14016	 26896	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
11-06-2025	09:50:35.447	 INFO	 14016	 26896	DllMain	"PROCESS ATTACHED"
11-06-2025	09:50:35.448	 INFO	 14016	  6904	LateInitialization	"Intialization..."
11-06-2025	09:50:35.450	 INFO	 14016	  6904	LoadDisplayDevicesName	"DisplayDevices : "
11-06-2025	09:50:35.452	 INFO	 14016	  6904	LoadDisplayDevicesName	"\\.\DISPLAY1"
11-06-2025	09:50:35.453	 INFO	 14016	  6904	LoadDisplayDevicesName	"\\.\DISPLAY2"
11-06-2025	09:50:35.454	 INFO	 14016	  6904	LoadDisplayDevicesName	"\\.\DISPLAY3"
11-06-2025	09:52:30.288	 INFO	 29808	  3328	DllMain	"DLL_PROCESS_ATTACH Sun Apr 27 14:47:17 2025 11.4.2500.28"
11-06-2025	09:52:30.292	 INFO	 29808	  3328	DllMain	"PROCESS ATTACHED"
11-06-2025	09:52:30.293	 INFO	 29808	 25624	LateInitialization	"Intialization..."
11-06-2025	09:52:30.295	 INFO	 29808	 25624	LoadDisplayDevicesName	"DisplayDevices : "
11-06-2025	09:52:30.296	 INFO	 29808	 25624	LoadDisplayDevicesName	"\\.\DISPLAY1"
11-06-2025	09:52:30.298	 INFO	 29808	 25624	LoadDisplayDevicesName	"\\.\DISPLAY2"
11-06-2025	09:52:30.299	 INFO	 29808	 25624	LoadDisplayDevicesName	"\\.\DISPLAY3"
